neg,neu,pos,compound
0.365,0.635,0.0,-0.7845
0.36,0.64,0.0,-0.7759
0.157,0.697,0.145,-0.1531
0.0,1.0,0.0,0.0
0.253,0.621,0.126,-0.7096
0.098,0.726,0.177,0.3612
0.194,0.697,0.109,-0.5434
0.0,0.781,0.219,0.4939
0.0,0.543,0.457,0.6369
0.054,0.682,0.264,0.8126
0.085,0.915,0.0,-0.34
0.3,0.7,0.0,-0.7184
0.121,0.754,0.125,0.0516
0.068,0.932,0.0,-0.2263
0.0,0.865,0.135,0.7269
0.0,1.0,0.0,0.0
0.0,1.0,0.0,0.0
0.115,0.885,0.0,-0.296
0.068,0.742,0.19,0.6037
0.056,0.894,0.049,-0.0772
0.0,0.848,0.152,0.3612
0.162,0.816,0.021,-0.8044
0.092,0.687,0.222,0.4541
0.574,0.426,0.0,-0.4019
0.059,0.793,0.147,0.4767
0.208,0.656,0.137,-0.0772
0.0,1.0,0.0,0.0
0.057,0.699,0.245,0.8225
0.028,0.972,0.0,-0.0283
0.2,0.8,0.0,-0.5423
0.194,0.806,0.0,-0.34
0.157,0.843,0.0,-0.4215
0.069,0.931,0.0,-0.4515
0.09,0.552,0.358,0.9201
0.0,1.0,0.0,0.0
0.203,0.621,0.175,-0.128
0.202,0.798,0.0,-0.5849
0.232,0.768,0.0,-0.8877
0.213,0.787,0.0,-0.7964
0.064,0.786,0.15,0.5423
0.085,0.853,0.061,-0.1779
0.258,0.742,0.0,-0.5965
0.0,1.0,0.0,0.0
0.0,1.0,0.0,0.0
0.0,0.809,0.191,0.7088
0.282,0.718,0.0,-0.7096
0.0,0.936,0.064,0.296
0.0,0.77,0.23,0.8854
0.161,0.657,0.182,0.0772
0.0,0.918,0.082,0.1779
0.0,1.0,0.0,0.0
0.131,0.78,0.089,-0.1556
0.374,0.626,0.0,-0.7761
0.0,1.0,0.0,0.0
0.0,0.909,0.091,0.3182
0.113,0.887,0.0,-0.4939
0.102,0.898,0.0,-0.3818
0.045,0.836,0.119,0.5216
0.0,1.0,0.0,0.0
0.073,0.892,0.035,-0.296
0.0,1.0,0.0,0.0
0.562,0.438,0.0,-0.7303
0.103,0.84,0.057,-0.1154
0.151,0.698,0.151,0.0
0.0,0.457,0.543,0.92
0.164,0.806,0.03,-0.7783
0.244,0.596,0.161,-0.4939
0.0,0.95,0.05,0.0258
0.0,1.0,0.0,0.0
0.087,0.913,0.0,-0.296
0.0,1.0,0.0,0.0
0.0,0.864,0.136,0.296
0.04,0.765,0.195,0.7964
0.118,0.756,0.127,0.1027
0.115,0.885,0.0,-0.7019
0.093,0.783,0.123,0.25
0.12,0.88,0.0,-0.6486
0.0,1.0,0.0,0.0
0.0,1.0,0.0,0.0
0.0,0.773,0.227,0.5719
0.0,0.762,0.238,0.7125
0.122,0.633,0.245,0.8126
0.343,0.657,0.0,-0.6908
0.106,0.894,0.0,-0.3818
0.0,1.0,0.0,0.0
0.136,0.636,0.229,0.296
0.0,0.57,0.43,0.9153
0.0,0.753,0.247,0.5574
0.122,0.878,0.0,-0.5574
0.064,0.736,0.201,0.4767
0.089,0.849,0.062,-0.319
0.072,0.887,0.041,-0.3182
0.0,1.0,0.0,0.0
0.062,0.825,0.113,0.3612
0.076,0.736,0.189,0.6207
0.083,0.856,0.06,-0.2263
0.044,0.817,0.139,0.6988
0.033,0.888,0.079,0.4215
0.108,0.799,0.093,-0.0946
0.141,0.823,0.036,-0.6249
0.0,0.887,0.113,0.6249
0.035,0.965,0.0,-0.1027
0.161,0.744,0.095,-0.1511
0.15,0.85,0.0,-0.7319
0.447,0.494,0.059,-0.9551
0.0,0.954,0.046,0.0772
0.0,1.0,0.0,0.0
0.287,0.674,0.039,-0.8979
0.0,0.729,0.271,0.7707
0.387,0.613,0.0,-0.743
0.0,0.753,0.247,0.5574
0.184,0.816,0.0,-0.7297
0.0,1.0,0.0,0.0
0.223,0.777,0.0,-0.6486
0.0,1.0,0.0,0.0
0.095,0.905,0.0,-0.5233
0.039,0.896,0.065,0.2732
0.0,1.0,0.0,0.0
0.173,0.827,0.0,-0.3182
0.293,0.707,0.0,-0.7003
0.167,0.784,0.049,-0.6808
0.0,0.845,0.155,0.5106
0.0,0.807,0.193,0.4767
0.0,0.785,0.215,0.8519
0.0,1.0,0.0,0.0
0.239,0.761,0.0,-0.296
0.069,0.735,0.196,0.69
0.0,0.762,0.238,0.5319
0.189,0.775,0.036,-0.8271
0.231,0.726,0.042,-0.8807
0.0,1.0,0.0,0.0
0.141,0.773,0.086,-0.25
0.0,0.793,0.207,0.5719
0.118,0.627,0.255,0.5423
0.114,0.529,0.357,0.7738
0.064,0.854,0.082,0.1531
0.0,1.0,0.0,0.0
0.242,0.758,0.0,-0.8062
0.141,0.859,0.0,-0.7717
0.066,0.934,0.0,-0.1779
0.139,0.67,0.192,0.3182
0.24,0.715,0.045,-0.8846
0.253,0.747,0.0,-0.6956
0.074,0.613,0.314,0.8334
0.0,0.769,0.231,0.8442
0.196,0.804,0.0,-0.8074
0.098,0.785,0.117,0.126
0.0,1.0,0.0,0.0
0.0,0.798,0.202,0.6486
0.126,0.874,0.0,-0.3818
0.352,0.648,0.0,-0.9509
0.105,0.776,0.119,0.0772
0.0,1.0,0.0,0.0
0.0,1.0,0.0,0.0
0.0,1.0,0.0,0.0
0.0,1.0,0.0,0.0
0.0,0.766,0.234,0.7003
0.033,0.967,0.0,-0.1027
0.0,0.829,0.171,0.2732
0.096,0.614,0.289,0.6597
0.158,0.614,0.228,0.1531
0.0,0.913,0.087,0.2023
0.0,0.769,0.231,0.4019
0.218,0.782,0.0,-0.5994
0.042,0.764,0.195,0.7351
0.135,0.865,0.0,-0.5574
0.0,0.637,0.363,0.6289
0.0,0.878,0.122,0.4939
0.0,0.833,0.167,0.6369
0.099,0.901,0.0,-0.6486
0.0,0.766,0.234,0.872
0.082,0.788,0.13,0.2641
0.133,0.867,0.0,-0.6705
0.047,0.634,0.319,0.9062
0.0,1.0,0.0,0.0
0.171,0.718,0.111,-0.5106
0.0,0.541,0.459,0.7777
0.197,0.722,0.081,-0.6705
0.075,0.771,0.154,0.4753
0.069,0.803,0.128,0.3883
0.0,1.0,0.0,0.0
0.224,0.616,0.16,-0.3182
0.199,0.7,0.101,-0.6705
0.112,0.824,0.065,-0.2023
0.0,1.0,0.0,0.0
0.208,0.792,0.0,-0.8268
0.249,0.751,0.0,-0.8822
0.19,0.708,0.101,-0.6599
0.085,0.783,0.133,0.296
0.245,0.641,0.115,-0.594
0.123,0.838,0.039,-0.5859
0.061,0.87,0.069,0.0772
0.0,0.695,0.305,0.7644
0.0,0.872,0.128,0.2263
0.12,0.825,0.056,-0.2201
0.053,0.742,0.204,0.8526
0.325,0.675,0.0,-0.8271
0.15,0.769,0.081,-0.3818
0.092,0.865,0.043,-0.3987
0.282,0.504,0.214,-0.1531
0.0,0.862,0.138,0.6486
0.108,0.892,0.0,-0.7003
0.206,0.794,0.0,-0.5267
0.0,1.0,0.0,0.0
0.217,0.783,0.0,-0.8779
0.282,0.718,0.0,-0.6705
0.078,0.922,0.0,-0.3182
0.0,0.508,0.492,0.4404
0.032,0.906,0.062,0.3527
0.0,1.0,0.0,0.0
0.0,0.888,0.112,0.4404
0.0,0.82,0.18,0.7292
0.091,0.909,0.0,-0.2263
0.0,0.924,0.076,0.2023
0.058,0.942,0.0,-0.296
0.066,0.755,0.178,0.4019
0.118,0.882,0.0,-0.1531
0.195,0.605,0.2,0.0516
0.0,1.0,0.0,0.0
0.179,0.821,0.0,-0.5423
0.0,1.0,0.0,0.0
0.198,0.802,0.0,-0.886
0.14,0.772,0.088,-0.3612
0.0,0.892,0.108,0.5423
0.0,1.0,0.0,0.0
0.0,1.0,0.0,0.0
0.0,1.0,0.0,0.0
0.0,1.0,0.0,0.0
0.035,0.886,0.08,0.4767
0.0,0.833,0.167,0.5574
0.091,0.909,0.0,-0.296
0.0,0.951,0.049,0.128
0.0,1.0,0.0,0.0
0.0,0.801,0.199,0.8016
0.0,0.881,0.119,0.5255
0.231,0.706,0.062,-0.9021
0.0,0.884,0.116,0.3612
0.0,0.875,0.125,0.5106
0.0,0.936,0.064,0.0258
0.0,0.872,0.128,0.2263
0.145,0.855,0.0,-0.6808
0.12,0.88,0.0,-0.4767
0.0,0.853,0.147,0.7835
0.0,0.833,0.167,0.3818
0.0,0.708,0.292,0.5106
0.122,0.878,0.0,-0.4939
0.057,0.943,0.0,-0.1027
0.172,0.768,0.06,-0.5639
0.183,0.635,0.183,0.0
0.157,0.843,0.0,-0.6705
0.0,0.893,0.107,0.4767
0.0,1.0,0.0,0.0
0.0,1.0,0.0,0.0
0.254,0.635,0.111,-0.6068
0.127,0.873,0.0,-0.4939
0.0,1.0,0.0,0.0
0.357,0.643,0.0,-0.9217
0.043,0.871,0.086,0.431
0.065,0.935,0.0,-0.4019
0.281,0.719,0.0,-0.6908
0.17,0.83,0.0,-0.5994
0.166,0.704,0.131,-0.1779
0.119,0.881,0.0,-0.4019
0.086,0.612,0.302,0.5473
0.247,0.753,0.0,-0.802
0.0,1.0,0.0,0.0
0.066,0.934,0.0,-0.3818
0.141,0.781,0.078,-0.3818
0.0,1.0,0.0,0.0
0.0,0.944,0.056,0.4215
0.221,0.779,0.0,-0.6597
0.0,1.0,0.0,0.0
0.0,1.0,0.0,0.0
0.195,0.805,0.0,-0.5574
0.0,0.873,0.127,0.2235
0.197,0.769,0.034,-0.802
0.0,1.0,0.0,0.0
0.127,0.873,0.0,-0.5859
0.048,0.718,0.234,0.7629
0.0,0.791,0.209,0.4404
0.0,1.0,0.0,0.0
0.0,0.841,0.159,0.5574
0.0,0.833,0.167,0.4939
0.134,0.803,0.063,-0.5106
0.102,0.898,0.0,-0.507
0.0,1.0,0.0,0.0
0.086,0.914,0.0,-0.4939
0.115,0.885,0.0,-0.5267
0.082,0.859,0.059,-0.1585
0.282,0.718,0.0,-0.6705
0.0,1.0,0.0,0.0
0.0,1.0,0.0,0.0
0.0,0.844,0.156,0.7906
0.156,0.844,0.0,-0.802
0.0,0.837,0.163,0.802
0.311,0.635,0.054,-0.9141
0.0,0.909,0.091,0.4404
0.0,1.0,0.0,0.0
0.127,0.873,0.0,-0.1531
0.106,0.653,0.241,0.8022
0.349,0.608,0.043,-0.9524
0.15,0.749,0.101,-0.2732
0.0,0.912,0.088,0.3612
0.028,0.972,0.0,-0.0572
0.0,0.894,0.106,0.2235
0.133,0.73,0.137,0.0258
0.101,0.719,0.18,0.5729
0.0,1.0,0.0,0.0
0.091,0.875,0.034,-0.5204
0.193,0.759,0.049,-0.8126
0.114,0.829,0.057,-0.2944
0.0,1.0,0.0,0.0
0.114,0.837,0.05,-0.4939
0.0,1.0,0.0,0.0
0.126,0.814,0.06,-0.3612
0.379,0.621,0.0,-0.6705
0.0,1.0,0.0,0.0
0.13,0.87,0.0,-0.5994
0.392,0.572,0.035,-0.9337
0.0,0.734,0.266,0.7003
0.0,0.893,0.107,0.3071
0.105,0.694,0.2,0.7003
0.0,1.0,0.0,0.0
0.0,0.862,0.138,0.6808
0.0,0.814,0.186,0.5859
0.0,1.0,0.0,0.0
0.161,0.68,0.159,-0.0194
0.0,0.766,0.234,0.7003
0.0,1.0,0.0,0.0
0.244,0.702,0.055,-0.8065
0.372,0.628,0.0,-0.7599
0.195,0.675,0.13,-0.4144
0.129,0.679,0.193,0.6808
0.109,0.86,0.03,-0.6597
0.242,0.695,0.063,-0.8402
0.0,1.0,0.0,0.0
0.306,0.694,0.0,-0.296
0.172,0.828,0.0,-0.3612
0.157,0.843,0.0,-0.6808
0.156,0.844,0.0,-0.3641
0.079,0.83,0.09,0.0772
0.0,0.879,0.121,0.296
0.0,1.0,0.0,0.0
0.288,0.712,0.0,-0.7964
0.333,0.667,0.0,-0.6124
0.256,0.744,0.0,-0.6705
0.288,0.545,0.167,-0.6875
0.214,0.629,0.157,-0.4199
0.0,0.728,0.272,0.6808
0.0,1.0,0.0,0.0
0.0,0.872,0.128,0.3612
0.115,0.885,0.0,-0.3818
0.0,0.946,0.054,0.3182
0.137,0.672,0.191,0.4014
0.071,0.841,0.087,0.128
0.144,0.856,0.0,-0.4019
0.0,0.882,0.118,0.5859
0.0,0.761,0.239,0.7955
0.124,0.805,0.071,-0.4527
0.111,0.889,0.0,-0.25
0.093,0.907,0.0,-0.6249
0.0,1.0,0.0,0.0
0.294,0.706,0.0,-0.6326
0.0,1.0,0.0,0.0
0.0,1.0,0.0,0.0
0.426,0.448,0.126,-0.7717
0.0,0.791,0.209,0.7003
0.239,0.761,0.0,-0.8834
0.307,0.693,0.0,-0.7351
0.0,1.0,0.0,0.0
0.255,0.615,0.13,-0.5423
0.099,0.901,0.0,-0.296
0.091,0.909,0.0,-0.128
0.0,0.717,0.283,0.7717
0.0,0.755,0.245,0.7783
0.102,0.898,0.0,-0.3134
0.0,1.0,0.0,0.0
0.171,0.829,0.0,-0.878
0.06,0.94,0.0,-0.0572
0.091,0.909,0.0,-0.1027
0.099,0.901,0.0,-0.296
0.096,0.813,0.09,-0.0516
0.0,1.0,0.0,0.0
0.186,0.721,0.093,-0.7096
0.0,0.77,0.23,0.5559
0.0,1.0,0.0,0.0
0.0,0.815,0.185,0.3612
0.0,0.909,0.091,0.0772
0.167,0.833,0.0,-0.5574
0.0,1.0,0.0,0.0
0.0,0.879,0.121,0.4404
0.293,0.641,0.066,-0.9062
0.0,0.771,0.229,0.8478
0.072,0.928,0.0,-0.1027
0.0,1.0,0.0,0.0
0.0,1.0,0.0,0.0
0.261,0.63,0.109,-0.6771
0.092,0.81,0.099,0.0516
0.0,1.0,0.0,0.0
0.0,0.789,0.211,0.5399
0.212,0.693,0.095,-0.6929
0.141,0.723,0.136,-0.5103
0.159,0.745,0.096,-0.4592
0.342,0.658,0.0,-0.3818
0.0,1.0,0.0,0.0
0.0,0.856,0.144,0.6597
0.0,0.837,0.163,0.5994
0.343,0.657,0.0,-0.8074
0.298,0.616,0.086,-0.9331
0.0,1.0,0.0,0.0
0.0,1.0,0.0,0.0
0.0,1.0,0.0,0.0
0.14,0.639,0.221,0.3167
0.195,0.722,0.082,-0.7273
0.224,0.776,0.0,-0.3818
0.259,0.576,0.165,-0.3182
0.109,0.796,0.094,-0.4215
0.368,0.632,0.0,-0.7906
0.0,1.0,0.0,0.0
0.111,0.749,0.139,0.1179
0.314,0.476,0.21,-0.2732
0.182,0.684,0.134,-0.3612
0.164,0.836,0.0,-0.2382
0.109,0.891,0.0,-0.6124
0.372,0.628,0.0,-0.6511
0.182,0.818,0.0,-0.25
0.066,0.803,0.131,0.4215
0.148,0.752,0.1,-0.4404
0.201,0.799,0.0,-0.8519
0.0,1.0,0.0,0.0
0.346,0.654,0.0,-0.8801
0.268,0.732,0.0,-0.6808
0.125,0.765,0.111,-0.1779
0.0,1.0,0.0,0.0
0.0,1.0,0.0,0.0
0.152,0.848,0.0,-0.3612
0.0,0.839,0.161,0.3612
0.0,1.0,0.0,0.0
0.112,0.785,0.103,-0.0516
0.0,1.0,0.0,0.0
0.0,1.0,0.0,0.0
0.0,0.725,0.275,0.6908
0.124,0.876,0.0,-0.7681
0.148,0.852,0.0,-0.7378
0.0,0.925,0.075,0.3612
0.044,0.956,0.0,-0.1419
0.277,0.723,0.0,-0.7579
0.147,0.665,0.188,0.34
0.0,0.876,0.124,0.6428
0.0,0.916,0.084,0.5106
0.117,0.799,0.084,-0.1877
0.086,0.859,0.055,-0.25
0.08,0.846,0.074,-0.0534
0.039,0.929,0.033,-0.0685
0.0,1.0,0.0,0.0
0.044,0.956,0.0,-0.0516
0.0,0.776,0.224,0.8176
0.154,0.796,0.05,-0.6369
0.244,0.641,0.115,-0.4588
0.0,1.0,0.0,0.0
0.0,0.927,0.073,0.4404
0.0,0.906,0.094,0.4939
0.0,0.69,0.31,0.4019
0.0,1.0,0.0,0.0
0.0,1.0,0.0,0.0
0.0,0.896,0.104,0.296
0.207,0.793,0.0,-0.6908
0.211,0.789,0.0,-0.34
0.335,0.506,0.158,-0.4215
0.127,0.873,0.0,-0.6705
0.272,0.728,0.0,-0.6808
0.249,0.751,0.0,-0.6486
0.0,1.0,0.0,0.0
0.0,0.941,0.059,0.3612
0.0,1.0,0.0,0.0
0.107,0.799,0.094,-0.128
0.0,0.597,0.403,0.4019
0.057,0.943,0.0,-0.2023
0.0,0.875,0.125,0.6124
0.17,0.739,0.091,-0.4215
0.104,0.896,0.0,-0.5994
0.0,0.943,0.057,0.1154
0.0,0.852,0.148,0.5423
0.051,0.949,0.0,-0.0772
0.584,0.416,0.0,-0.7661
0.049,0.728,0.224,0.6705
0.0,1.0,0.0,0.0
0.096,0.861,0.043,-0.4854
0.256,0.744,0.0,-0.875
0.271,0.679,0.05,-0.7096
0.0,1.0,0.0,0.0
0.366,0.634,0.0,-0.6369
0.109,0.779,0.112,0.024
0.0,0.847,0.153,0.6597
0.0,0.94,0.06,0.4019
0.0,0.881,0.119,0.4019
0.044,0.844,0.113,0.296
0.132,0.772,0.096,-0.2732
0.286,0.714,0.0,-0.6369
0.0,1.0,0.0,0.0
0.119,0.881,0.0,-0.4019
0.105,0.895,0.0,-0.5267
0.204,0.68,0.116,-0.3182
0.245,0.755,0.0,-0.3818
0.158,0.842,0.0,-0.8074
0.154,0.556,0.29,0.6329
0.0,0.845,0.155,0.6696
0.32,0.631,0.049,-0.9543
0.059,0.864,0.077,-0.0377
0.0,1.0,0.0,0.0
0.0,1.0,0.0,0.0
0.136,0.864,0.0,-0.296
0.0,1.0,0.0,0.0
0.365,0.529,0.106,-0.6597
0.104,0.743,0.153,0.25
0.0,0.721,0.279,0.4754
0.102,0.837,0.06,-0.2263
0.207,0.793,0.0,-0.5267
0.0,0.888,0.112,0.7236
0.105,0.811,0.084,-0.1528
0.145,0.803,0.052,-0.5106
0.06,0.833,0.106,0.1531
0.0,1.0,0.0,0.0
0.125,0.772,0.103,-0.1779
0.0,0.776,0.224,0.6705
0.0,1.0,0.0,0.0
0.0,1.0,0.0,0.0
0.299,0.701,0.0,-0.5719
0.0,0.928,0.072,0.4939
0.076,0.924,0.0,-0.5106
0.0,0.698,0.302,0.6369
0.0,1.0,0.0,0.0
0.089,0.653,0.258,0.7096
0.092,0.768,0.141,0.3182
0.0,0.901,0.099,0.3182
0.157,0.579,0.264,0.3182
0.0,0.84,0.16,0.2263
0.385,0.615,0.0,-0.9633
0.0,1.0,0.0,0.0
0.11,0.89,0.0,-0.3566
0.035,0.766,0.199,0.8829
0.0,1.0,0.0,0.0
0.0,1.0,0.0,0.0
0.274,0.726,0.0,-0.5857
0.109,0.773,0.118,0.0516
0.339,0.357,0.304,-0.1027
0.283,0.717,0.0,-0.8271
0.0,0.876,0.124,0.4019
0.232,0.768,0.0,-0.8641
0.0,0.833,0.167,0.7506
0.103,0.825,0.072,-0.2263
0.102,0.795,0.102,0.0
0.308,0.647,0.045,-0.9644
0.138,0.801,0.061,-0.4215
0.143,0.817,0.04,-0.6187
0.156,0.654,0.19,0.2598
0.087,0.75,0.163,0.296
0.0,1.0,0.0,0.0
0.0,0.263,0.737,0.4215
0.057,0.943,0.0,-0.0516
0.215,0.729,0.056,-0.8225
0.122,0.878,0.0,-0.644
0.055,0.917,0.028,-0.3182
0.281,0.719,0.0,-0.5994
0.0,1.0,0.0,0.0
0.0,1.0,0.0,0.0
0.0,1.0,0.0,0.0
0.0,1.0,0.0,0.0
0.0,0.829,0.171,0.7184
0.0,0.423,0.577,0.6249
0.058,0.905,0.037,-0.2467
0.262,0.538,0.2,0.0516
0.186,0.765,0.049,-0.7906
0.092,0.869,0.039,-0.4486
0.0,1.0,0.0,0.0
0.34,0.605,0.055,-0.9274
0.0,1.0,0.0,0.0
0.0,1.0,0.0,0.0
0.0,0.843,0.157,0.7096
0.0,0.894,0.106,0.2263
0.0,0.855,0.145,0.4404
0.0,1.0,0.0,0.0
0.092,0.754,0.154,0.2869
0.157,0.793,0.051,-0.5886
0.111,0.889,0.0,-0.5423
0.0,0.856,0.144,0.6597
0.0,0.804,0.196,0.4404
0.0,1.0,0.0,0.0
0.178,0.822,0.0,-0.3818
0.052,0.888,0.06,0.0813
0.438,0.46,0.102,-0.9569
0.227,0.602,0.171,-0.7184
0.0,0.597,0.403,0.8689
0.0,0.761,0.239,0.765
0.157,0.843,0.0,-0.3818
0.0,1.0,0.0,0.0
0.074,0.763,0.163,0.5423
0.282,0.614,0.104,-0.7691
0.0,1.0,0.0,0.0
0.11,0.806,0.084,-0.1779
0.202,0.747,0.051,-0.7845
0.0,1.0,0.0,0.0
0.299,0.701,0.0,-0.6908
0.059,0.625,0.316,0.802
0.0,0.867,0.133,0.7227
0.0,1.0,0.0,0.0
0.0,0.779,0.221,0.7475
0.13,0.87,0.0,-0.5106
0.0,0.967,0.033,0.1406
0.0,0.612,0.388,0.7243
0.0,1.0,0.0,0.0
0.269,0.731,0.0,-0.7592
0.154,0.793,0.052,-0.5994
0.242,0.679,0.079,-0.7184
0.06,0.843,0.096,0.128
0.093,0.829,0.078,-0.0772
0.203,0.45,0.347,0.5423
0.152,0.848,0.0,-0.7096
0.15,0.804,0.047,-0.4549
0.0,1.0,0.0,0.0
0.177,0.823,0.0,-0.6249
0.0,1.0,0.0,0.0
0.0,1.0,0.0,0.0
0.178,0.822,0.0,-0.8025
0.0,0.833,0.167,0.7906
0.059,0.879,0.062,0.0258
0.0,0.791,0.209,0.4404
0.058,0.865,0.078,0.1779
0.053,0.906,0.041,-0.1027
0.061,0.811,0.128,0.431
0.0,1.0,0.0,0.0
0.079,0.864,0.056,-0.25
0.273,0.727,0.0,-0.7845
0.049,0.879,0.072,0.2247
0.077,0.756,0.167,0.6249
0.0,1.0,0.0,0.0
0.0,0.865,0.135,0.4939
0.0,1.0,0.0,0.0
0.252,0.588,0.16,-0.3182
0.0,1.0,0.0,0.0
0.2,0.8,0.0,-0.5423
0.192,0.64,0.168,-0.1164
0.206,0.794,0.0,-0.3818
0.0,0.763,0.237,0.4767
0.0,1.0,0.0,0.0
0.061,0.939,0.0,-0.296
0.196,0.804,0.0,-0.296
0.239,0.761,0.0,-0.765
0.06,0.851,0.089,0.2023
0.0,0.845,0.155,0.5267
0.109,0.853,0.038,-0.4767
0.0,0.826,0.174,0.6369
0.235,0.765,0.0,-0.8074
0.394,0.606,0.0,-0.7579
0.0,0.756,0.244,0.4404
0.0,1.0,0.0,0.0
0.132,0.868,0.0,-0.7184
0.0,0.733,0.267,0.8283
0.065,0.886,0.049,-0.1882
0.159,0.546,0.295,0.4102
0.151,0.621,0.228,0.1531
0.148,0.852,0.0,-0.5106
0.321,0.679,0.0,-0.7964
0.085,0.915,0.0,-0.4019
0.073,0.645,0.281,0.796
0.064,0.905,0.031,-0.34
0.0,0.758,0.242,0.6249
0.0,1.0,0.0,0.0
0.0,1.0,0.0,0.0
0.186,0.584,0.23,0.0516
0.208,0.733,0.059,-0.7579
0.0,0.916,0.084,0.5411
0.0,1.0,0.0,0.0
0.224,0.693,0.083,-0.6486
0.213,0.787,0.0,-0.7964
0.0,0.825,0.175,0.5574
0.286,0.714,0.0,-0.6808
0.265,0.735,0.0,-0.6597
0.241,0.583,0.176,-0.7245
0.13,0.87,0.0,-0.5994
0.031,0.795,0.174,0.7579
0.239,0.761,0.0,-0.8173
0.088,0.797,0.116,0.1779
0.0,1.0,0.0,0.0
0.0,0.928,0.072,0.4215
0.0,1.0,0.0,0.0
0.0,0.896,0.104,0.2732
0.087,0.731,0.182,0.6481
0.135,0.748,0.118,-0.2263
0.0,1.0,0.0,0.0
0.026,0.85,0.124,0.6705
0.0,0.808,0.192,0.2263
0.0,0.873,0.127,0.6398
0.064,0.936,0.0,-0.0258
0.0,1.0,0.0,0.0
0.0,1.0,0.0,0.0
0.0,0.856,0.144,0.4926
0.131,0.654,0.215,0.4247
0.0,1.0,0.0,0.0
0.049,0.951,0.0,-0.0762
0.085,0.853,0.062,-0.2263
0.629,0.371,0.0,-0.5255
0.092,0.704,0.204,0.4939
0.0,0.699,0.301,0.6808
0.0,1.0,0.0,0.0
0.358,0.642,0.0,-0.946
0.0,1.0,0.0,0.0
0.144,0.856,0.0,-0.7096
0.0,0.922,0.078,0.5106
0.0,0.892,0.108,0.1779
0.1,0.776,0.123,0.128
0.113,0.887,0.0,-0.5106
0.251,0.591,0.158,-0.2263
0.279,0.721,0.0,-0.7351
0.234,0.766,0.0,-0.7003
0.182,0.818,0.0,-0.6124
0.0,0.866,0.134,0.5719
0.0,0.782,0.218,0.2263
0.421,0.579,0.0,-0.8402
0.101,0.773,0.127,0.296
0.072,0.78,0.148,0.4019
0.395,0.605,0.0,-0.8689
0.0,0.685,0.315,0.5574
0.064,0.812,0.125,0.2732
0.233,0.767,0.0,-0.7845
0.393,0.607,0.0,-0.9504
0.263,0.646,0.091,-0.8591
0.0,0.721,0.279,0.4767
0.198,0.755,0.047,-0.8402
0.102,0.75,0.148,0.2023
0.0,0.725,0.275,0.5859
0.0,0.909,0.091,0.3182
0.133,0.809,0.058,-0.5574
0.333,0.667,0.0,-0.6705
0.0,1.0,0.0,0.0
0.18,0.82,0.0,-0.296
0.0,1.0,0.0,0.0
0.138,0.74,0.122,-0.1531
0.112,0.888,0.0,-0.2263
0.042,0.932,0.026,-0.1901
0.0,1.0,0.0,0.0
0.034,0.876,0.09,0.5647
0.182,0.818,0.0,-0.4404
0.115,0.885,0.0,-0.296
0.127,0.777,0.096,-0.2617
0.0,0.885,0.115,0.296
0.104,0.896,0.0,-0.1027
0.0,0.921,0.079,0.4754
0.0,1.0,0.0,0.0
0.0,0.87,0.13,0.7184
0.0,0.653,0.347,0.9711
0.0,1.0,0.0,0.0
0.112,0.847,0.041,-0.3818
0.0,0.886,0.114,0.5367
0.302,0.698,0.0,-0.5994
0.094,0.838,0.068,-0.25
0.0,1.0,0.0,0.0
0.0,0.962,0.038,0.128
0.0,1.0,0.0,0.0
0.273,0.727,0.0,-0.8176
0.207,0.793,0.0,-0.8442
0.095,0.905,0.0,-0.2263
0.254,0.746,0.0,-0.7784
0.0,1.0,0.0,0.0
0.223,0.612,0.166,-0.6222
0.0,0.872,0.128,0.6908
0.257,0.743,0.0,-0.9153
0.0,0.767,0.233,0.743
0.219,0.647,0.134,-0.4019
0.212,0.731,0.057,-0.7783
0.408,0.462,0.13,-0.765
0.084,0.916,0.0,-0.6486
0.0,1.0,0.0,0.0
0.247,0.753,0.0,-0.5574
0.129,0.792,0.079,-0.3613
0.064,0.842,0.094,0.296
0.0,1.0,0.0,0.0
0.0,1.0,0.0,0.0
0.206,0.658,0.136,-0.6184
0.0,1.0,0.0,0.0
0.168,0.693,0.139,-0.1531
0.0,1.0,0.0,0.0
0.0,0.683,0.317,0.6783
0.168,0.809,0.023,-0.8176
0.0,0.885,0.115,0.296
0.272,0.728,0.0,-0.6249
0.0,1.0,0.0,0.0
0.0,0.935,0.065,0.25
0.429,0.571,0.0,-0.8188
0.084,0.916,0.0,-0.296
0.0,0.0,1.0,0.4939
0.0,1.0,0.0,0.0
0.0,1.0,0.0,0.0
0.0,1.0,0.0,0.0
0.0,1.0,0.0,0.0
0.209,0.689,0.102,-0.6249
0.13,0.87,0.0,-0.5994
0.172,0.828,0.0,-0.4019
0.0,0.935,0.065,0.4939
0.0,0.851,0.149,0.4215
0.146,0.788,0.066,-0.2579
0.054,0.873,0.073,0.2023
0.176,0.687,0.137,-0.128
0.0,0.694,0.306,0.765
0.0,0.909,0.091,0.5267
0.0,0.865,0.135,0.3595
0.0,0.863,0.137,0.4023
0.0,1.0,0.0,0.0
0.0,0.68,0.32,0.9214
0.0,1.0,0.0,0.0
0.37,0.63,0.0,-0.8939
0.0,1.0,0.0,0.0
0.0,0.791,0.209,0.7003
0.0,1.0,0.0,0.0
0.096,0.904,0.0,-0.1531
